item,Phon,LDTrt,LDTpe,NMGrt,PDMrt,FLPrt,freqfilms,freqbooks,Nlett,Nphon,OLD20,PLD20,AoA,Freqsubj,IMA
prisme,pRizm,774.3,0.35,497.2,1245.7,NA,0.1,0.88,6,5,1.75,1.65,12.4,2.7,3.9
prix,pRi,567.5,0.00,463.3,1058.8,563.6,126.55,107.5,4,3,1.6,1,5.9,5.6,4.1
pro,pRo,649.8,0.42,462.7,1165.7,744.7,14.45,1.62,3,3,1.8,1,11.1,4.6,2.9
proche,pROS,678.5,0.10,509.0,1235.7,600.3,42.04,73.31,6,4,1.6,1.4,7.1,5.1,3.5
proie,pRwa,700.0,0.10,504.1,1200.8,680.5,9.19,29.59,5,4,1.5,1.45,8.6,3.3,4.4
prompt,pR§,818.1,0.35,551.1,1305.6,690.4,1.7,3.72,6,3,1.6,1,13.0,3.0,2.1
propre,pROpR,651.3,0.00,514.2,1141.5,590.4,128.82,162.84,6,5,1.9,1.95,5.4,5.6,4.1
prune,pRyn,670.3,0.06,489.1,1194.5,669.3,1.29,2.36,5,4,1.75,1.7,6.6,3.5,6.9
psy,psi,705.5,0.31,532.2,1058.8,681.2,15.94,3.85,3,3,1.8,1.4,11.8,5.3,4.8
puant,p8@,771.0,0.06,551.4,1193.0,609.7,3.26,6.01,5,3,1.4,1.25,7.9,4.0,4.4
pub,p9b,568.9,0.09,505.6,1076.5,577.8,21.39,3.99,3,3,1.5,1.75,7.0,6.0,5.8
puce,pys,656.5,0.09,500.2,1063.5,601.2,23.34,4.59,4,3,1.55,1,7.1,4.0,5.8
puer,p8e,760.0,0.48,491.1,1266.9,612.3,1.44,1.49,4,3,1.4,1.25,6.0,4.3,3.8
puis,p8i,650.3,0.00,485.1,1150.0,668.5,531.94,1153.58,4,3,1,1,6.7,6.5,1.9
puisque,p8isk,639.9,0.03,501.1,1130.0,626.2,59.09,131.96,7,5,2.1,1.9,8.0,6.3,1.1
puits,p8i,722.6,0.21,532.7,1287.6,675.4,19.52,21.69,5,3,1.85,1,6.7,3.1,5.9
pull,pyl,681.5,0.03,499.7,1237.3,733.9,11.41,7.03,4,3,1.85,1,4.8,5.1,6.7
pulpe,pylp,698.5,0.09,562.2,1143.5,714.1,0.62,2.16,5,4,1.75,1.65,8.6,3.8,5.0
punch,p§S,697.6,0.21,552.4,1165.5,NA,3.65,2.97,5,3,1.9,1.55,12.4,3.7,3.6
pur,pyR,601.5,0.06,491.1,1103.1,667.8,26.48,44.59,3,3,1.15,1,8.8,4.3,2.5
purge,pyRZ,820.3,0.48,545.3,1137.1,733.6,1.8,1.69,5,4,1.55,1.45,12.0,3.1,2.5
puzzle,p9zl,634.2,0.06,597.5,1134.2,646.4,4.38,7.77,6,4,2.85,1.9,5.1,3.2,6.6
quai,kE,638.7,0.03,536.2,1168.4,647.6,10.37,55.14,4,2,1.65,1,8.8,3.8,6.1
quand,k@,614.6,0.03,523.4,1140.5,651.6,1830.73,1480.75,5,2,1.95,1,5.7,6.8,1.7
quant,k@,790.5,0.48,578.5,1160.3,847.3,7.94,32.3,5,2,1.45,1,10.0,5.0,1.3
quart,kaR,693.9,0.25,576.1,1114.9,712.1,20.58,57.36,5,3,1.6,1,7.8,4.8,3.6
quartz,kwaRts,730.4,0.10,598.3,1297.6,721.3,0.45,1.69,6,6,2,2,10.2,3.0,3.7
quatre,katR,614.4,0.00,530.6,1218.0,688.0,150.94,282.64,6,4,1.95,1,4.0,5.3,4.7
que,k2,633.1,0.09,543.1,1086.7,674.0,4100.9,3315.95,3,2,1.2,1,5.7,7.0,1.2
quel,kEl,701.9,0.09,568.1,1176.5,705.6,657.71,265.34,4,3,1.8,1,6.4,6.5,1.6
quelque,kElk,619.9,0.00,547.9,1165.6,767.7,947.22,669.26,7,4,2.7,1.8,6.9,6.1,1.6
quête,kEt,721.5,0.10,549.3,1133.1,703.3,10.02,14.06,5,3,1.7,1,9.9,3.6,2.8
queue,k2,681.7,0.06,508.2,1164.7,697.7,38.93,51.49,5,2,1.95,1,5.3,4.0,6.5
qui,ki,661.9,0.03,518.3,1087.5,683.0,5516.52,7923.25,3,2,1.4,1,7.2,6.6,1.7
quiche,kiS,765.7,0.06,520.1,1220.3,NA,1.1,0.41,6,3,1.85,1,6.6,4.0,6.3
quille,kij,788.0,0.40,567.0,1380.1,689.8,1.49,2.57,6,3,1.75,1,7.0,3.2,6.3
quinze,k5z,631.6,0.03,539.4,1138.1,688.1,21.92,94.8,6,3,1.9,1.65,5.5,4.8,5.1
quitte,kit,696.6,0.00,517.8,1383.0,608.8,55.24,35.81,6,3,1.5,1,7.5,5.2,2.4
quiz,kiz,720.3,0.30,596.3,1173.7,NA,0.53,0,4,3,1.95,1,10.4,3.8,4.9
quoi,kwa,629.5,0.00,516.7,1140.2,574.8,2481.98,592.57,4,3,1.9,1,5.2,6.4,1.4
race,Ras,625.0,0.09,464.1,1160.3,634.9,27.09,28.72,4,3,1,1,8.5,3.8,3.1
rafle,Rafl,780.3,0.13,477.5,1342.5,661.1,1.46,2.57,5,4,1.45,1.05,13.1,3.0,2.5
rage,RaZ,645.8,0.06,437.6,1175.5,609.3,16.08,44.46,4,3,1,1,8.7,3.6,3.8
raid,REd,739.8,0.30,475.4,1193.6,661.6,2.82,1.62,4,3,1.4,1,12.0,3.1,3.2
raide,REd,672.0,0.09,461.9,1220.0,681.7,10,31.35,5,3,1.25,1,8.5,3.9,4.0
raie,RE,678.2,0.06,460.9,1236.3,708.1,1.74,7.84,4,2,1,1,8.3,3.3,5.6
rail,Raj,686.0,0.03,463.2,1254.2,636.4,1.7,2.5,4,3,1.45,1,6.9,3.5,6.1
râle,Ral,685.4,0.25,478.0,1235.2,653.8,2.74,7.91,4,3,1.45,1,9.1,3.6,2.9
rame,Ram,637.2,0.13,426.7,1208.2,686.3,3.84,7.02,4,3,1,1,7.3,3.6,6.0
rampe,R@p,704.0,0.13,453.3,1185.8,603.6,7.27,21.56,5,3,1.3,1,8.1,3.7,5.9
ranch,R@nS,731.4,0.30,528.6,1249.3,777.4,6.95,0.61,5,4,1.75,1.9,9.7,2.8,5.5
rang,R@,620.6,0.09,441.2,1164.1,538.9,19.4,37.16,4,2,1.3,1,6.6,4.1,4.2
rap,Rap,665.2,0.06,452.9,1062.9,664.2,3.17,0.07,3,3,1,1,11.2,4.2,4.7
râpe,Rap,698.9,0.03,467.1,1160.5,664.6,1.11,1.89,4,3,1.65,1,8.0,3.6,5.1
rare,RaR,575.7,0.03,436.1,1176.9,593.0,22.58,37.23,4,3,1,1,7.9,4.9,2.6
ras,Ra,691.7,0.30,469.3,1128.7,NA,7.26,34.39,3,2,1,1,9.2,3.9,2.1
rat,Ra,612.9,0.00,451.8,1141.4,574.3,24.21,20.81,3,2,1,1,5.5,3.7,6.8
rate,Rat,777.9,0.35,519.7,1281.5,701.5,10.94,3.92,4,3,1,1,10.9,3.4,4.1
règle,REgl,605.7,0.00,462.5,1124.8,622.3,40.76,31.63,5,4,1.9,1.85,6.0,5.0,5.9
règne,REN,672.5,0.17,463.1,1129.3,626.4,15.36,22.71,5,3,1.85,1.05,9.0,3.3,3.3
rein,R5,615.3,0.03,465.4,1179.1,627.3,4.53,1.76,4,2,1.65,1,9.5,3.8,5.2
reine,REn,629.1,0.00,460.1,1164.4,620.7,56.26,30,5,3,1.5,1,5.6,3.2,6.4
rendre,R@dR,741.2,0.17,496.8,1282.3,619.3,141.31,150.07,6,4,1.4,1,5.9,5.2,2.9
rêne,REn,692.6,0.25,462.2,1301.2,NA,0.02,0.14,4,3,1.7,1,7.8,2.8,5.5
renne,REn,771.4,0.21,461.3,1275.8,NA,0.81,0.47,5,3,1.5,1,6.7,2.8,5.8
reste,REst,613.4,0.06,464.6,1227.6,588.8,523.54,306.9,5,4,1.15,1.05,6.1,5.7,2.3
rêve,REv,613.5,0.03,426.3,1120.5,590.5,133.71,101.82,4,3,1.5,1,5.3,5.2,4.9
rhum,ROm,638.6,0.03,508.0,1336.1,666.7,6.29,12.7,4,3,1.85,1.05,10.3,3.8,5.9
rhume,Rym,653.8,0.00,462.5,1273.9,585.5,7.72,4.93,5,3,1.85,1,6.0,4.3,5.3
riant,Rj@,705.6,0.21,488.8,1239.9,706.9,2.04,43.31,5,3,1.3,1,7.8,3.9,3.3
riche,RiS,681.3,0.13,437.7,1177.7,647.0,61.4,47.23,5,3,1.45,1,6.5,4.6,4.3
ride,Rid,675.0,0.13,445.6,1136.2,612.0,1.86,3.65,4,3,1,1,9.3,4.1,5.6
rien,Rj5,564.4,0.03,426.5,1129.3,595.2,2381.56,1543.72,4,3,1.4,1.3,4.8,6.6,2.6
rieur,Rj9R,736.3,0.31,524.6,1309.6,665.5,0.42,4.26,5,4,1.6,1.75,8.5,3.8,4.1
rime,Rim,642.1,0.09,437.8,1192.1,660.2,6.99,3.31,4,3,1,1,8.6,4.1,3.7
ring,RiG,735.1,0.21,485.0,1286.5,766.5,6.19,4.39,4,3,1.6,1.3,10.2,2.9,5.6
rire,RiR,607.7,0.03,459.5,1191.8,560.1,86.09,256.76,4,3,1,1,4.9,5.7,4.9
risque,Risk,642.5,0.00,459.3,1287.5,597.4,88.3,55.61,6,4,1.55,1.45,8.0,4.9,2.7
rive,Riv,683.2,0.17,453.4,1232.5,655.2,6.05,35.82,4,3,1,1,8.4,3.3,5.2
riz,Ri,600.4,0.06,456.6,1116.5,617.0,18.49,17.7,3,2,1.55,1,4.8,5.1,6.9
robe,ROb,591.1,0.03,441.3,1136.5,604.1,72.72,111.96,4,3,1.5,1,4.6,4.4,6.8
roc,ROk,684.4,0.35,474.6,1053.9,818.6,3.37,7.5,3,3,1.1,1,9.7,2.9,3.9
roche,ROS,688.7,0.06,468.0,1225.3,642.8,3.68,14.12,5,3,1.1,1,8.1,3.3,6.1
rock,ROk,597.3,0.06,458.3,1194.2,665.2,21.47,19.6,4,3,1.7,1,9.2,4.9,5.4
roi,Rwa,584.9,0.03,454.1,1100.1,606.7,166.9,86.02,3,3,1.2,1,5.6,3.3,6.2
rôle,Rol,629.2,0.00,442.1,1094.6,579.2,61.2,88.51,4,3,1.55,1,8.6,4.5,3.0
rompre,R§pR,799.7,0.03,496.1,1358.5,693.8,12.61,21.82,6,4,1.8,1.4,10.7,3.9,3.4
rond,R§,612.2,0.00,451.1,1138.3,642.8,21.92,52.5,4,2,1.45,1,4.3,4.4,5.8
ronde,R§d,674.4,0.09,457.2,1172.2,622.3,11.11,41.55,5,3,1,1,5.1,4.2,5.2
rose,Roz,608.0,0.13,465.8,1141.7,582.9,29.71,98.24,4,3,1.05,1,4.4,4.5,6.7
roue,Ru,601.4,0.06,421.3,1198.8,618.3,13.72,17.91,4,2,1,1,5.4,4.1,6.5
roué,Rwe,769.0,0.46,448.5,1197.1,686.3,0.53,1.56,4,3,1,1.25,11.6,3.3,2.7
rouer,Rwe,759.0,0.36,476.0,1235.8,661.1,0.46,0.34,5,3,1.1,1.25,11.3,3.1,2.8
rouge,RuZ,617.1,0.00,458.3,1115.0,602.8,112.63,258.04,5,3,1.25,1.15,3.8,5.5,6.2
rouille,Ruj,662.6,0.17,484.0,1343.3,698.7,2.46,10.14,7,3,1,1,8.4,3.1,5.2
route,Rut,587.2,0.09,449.9,1199.2,595.3,152.83,251.35,5,3,1.15,1,4.9,5.7,6.5
roux,Ru,640.2,0.06,439.0,1141.3,662.0,4.46,25.75,4,2,1.55,1,7.0,3.8,5.6
ruche,RyS,746.2,0.09,448.9,1259.0,708.8,2.64,2.03,5,3,1.4,1.05,7.3,3.1,6.5
rude,Ryd,732.9,0.25,450.9,1218.0,646.3,5.68,22.64,4,3,1.45,1.2,10.1,3.6,2.9
rue,Ry,599.1,0.00,429.7,1155.0,583.6,128.5,453.65,3,2,1,1,5.2,6.0,6.1
ruée,R8e,708.6,0.06,467.7,1279.1,722.4,0.9,5.47,4,3,1.25,1.3,10.1,3.3,3.1
ruelle,R8El,717.0,0.17,498.7,1324.3,659.5,4.04,13.51,6,4,1.7,1.7,9.7,3.7,5.8
ruer,R8e,767.1,0.17,470.6,1181.7,772.5,0.59,3.18,4,3,1.5,1.3,10.3,3.6,2.6
ruine,R8in,673.2,0.09,453.2,1291.8,619.0,10.75,16.28,5,4,1.35,1.7,9.3,3.4,4.8
ruse,Ryz,721.0,0.13,462.9,1200.8,673.5,8.29,13.72,4,3,1.05,1,8.6,4.0,3.3
rustre,RystR,812.5,0.31,471.4,1444.2,665.5,2.03,0.94,6,5,1.8,1.8,11.6,2.8,2.8
rythme,Ritm,652.3,0.00,462.0,1261.3,614.7,19.31,43.52,6,4,2.05,1.75,8.3,4.8,3.5
sa,sa,692.1,0.13,458.2,1232.6,859.5,1276.38,3732.43,2,2,1,1,4.8,6.8,1.2
sable,sabl,629.4,0.00,458.8,1106.2,681.3,23.71,90.21,5,4,1.2,1,6.8,3.3,6.6
sabre,sabR,693.1,0.10,455.2,1113.5,651.8,5.48,14.73,5,4,1.45,1.2,9.1,2.9,6.3
sac,sak,573.0,0.03,427.1,1073.5,613.5,105.96,125.47,3,3,1.2,1,5.1,6.0,6.4
sacre,sakR,644.9,0.09,468.0,1134.0,NA,0.81,0.95,5,4,1.4,1.1,11.3,3.0,2.9
sage,saZ,592.4,0.03,435.2,1145.6,624.9,35.24,28.04,4,3,1.25,1,4.9,4.6,3.3
sain,s5,638.4,0.00,442.0,1185.8,708.2,13.89,8.58,4,2,1,1,10.1,4.0,2.4
saint,s5,635.1,0.00,428.2,1085.0,659.2,20.91,54.39,5,2,1.6,1,8.5,3.7,3.3
sale,sal,623.5,0.03,447.8,1164.7,634.7,123.38,76.95,4,3,1,1,4.7,5.2,4.4
salle,sal,604.3,0.03,448.6,1226.2,578.8,111.1,197.64,5,3,1.05,1,6.2,6.0,5.8
sang,s@,588.9,0.00,453.0,1075.5,609.0,304.3,205.2,4,2,1.5,1,5.4,4.6,6.6
sangle,s@gl,700.7,0.21,455.6,1279.8,748.5,1.24,1.62,6,4,1.6,1.4,9.8,3.2,5.2
sans,s@,639.6,0.03,440.7,1101.1,657.6,1003.44,2224.12,4,2,1.05,1,5.8,6.4,1.6
saoul,su,732.2,0.13,496.9,1202.3,703.5,7.81,9.46,5,2,1.75,1,9.6,4.1,4.8
sauce,sos,609.3,0.00,426.8,1104.2,626.3,18.94,13.25,5,3,1.6,1,5.9,5.0,5.8
sauf,sof,593.1,0.00,471.1,1116.4,558.6,116.78,89.46,4,3,1.85,1.5,7.1,6.0,1.4
saut,so,574.8,0.00,424.6,1156.2,594.2,13.53,14.26,4,2,1.4,1,6.1,4.2,4.8
sauve,sov,743.3,0.48,436.6,1194.0,677.7,25.59,10.68,5,3,1.35,1.1,7.6,3.8,2.1
scalp,skalp,811.8,0.42,537.2,1267.7,NA,1.02,0.54,5,5,1.8,1.8,11.2,2.4,4.3
sceau,so,692.3,0.13,438.2,1167.3,660.5,3.54,3.45,5,2,2.15,1,9.7,2.9,4.8
scène,sEn,622.1,0.03,458.9,1099.6,580.5,96.66,95.27,5,3,1.8,1,8.6,4.4,5.9
sceptre,sEptR,721.9,0.26,451.6,1317.5,719.5,1.61,1.42,7,5,2.8,1.95,10.2,2.6,4.5
scie,si,686.9,0.03,460.2,1120.0,692.1,6.35,9.19,4,2,1.5,1,6.6,3.3,6.4
science,sj@s,659.2,0.00,459.5,1235.8,746.6,25.28,24.93,7,4,2.5,1.75,9.2,5.2,3.0
scier,sje,723.7,0.06,455.7,1222.2,679.7,1.12,2.43,5,3,1.65,1,7.2,3.3,5.3
sciure,sjyR,843.6,0.48,536.4,1443.2,768.9,0.69,6.01,6,4,1.95,1.75,12.2,2.7,5.1
scoop,skup,724.4,0.06,477.5,1124.7,663.3,5.12,1.08,5,4,2.05,1.65,12.4,4.3,3.6
score,skOR,667.7,0.03,447.7,1145.5,710.7,5.29,0.61,5,4,1.7,1.6,7.9,4.7,3.8
scotch,skOtS,745.7,0.03,490.2,1249.2,661.0,9.3,6.28,6,5,2.4,1.75,6.2,4.1,6.5
scribe,skRib,774.5,0.55,505.4,1245.4,826.1,0.65,1.55,6,5,1.95,1.8,11.2,2.3,3.4
script,skRipt,675.7,0.13,497.5,1219.1,736.6,5.73,0.41,6,6,2.4,1.95,12.6,2.9,3.8
seau,so,672.4,0.26,430.8,1192.2,659.2,7.02,14.73,4,2,1.7,1,5.4,3.3,5.8
sec,sEk,595.3,0.06,453.1,1039.8,570.9,27.96,73.18,3,3,1.25,1,6.5,4.9,3.9
sèche,sES,668.8,0.06,442.3,1134.6,597.0,13.15,40.74,5,3,1.7,1,7.3,4.4,3.7
secte,sEkt,685.8,0.17,496.4,1180.3,647.9,4.15,3.11,5,4,1.85,1.6,10.8,3.5,4.0
seigle,sEgl,777.3,0.25,507.9,1232.2,NA,0.69,2.09,6,4,1.85,1.7,9.7,3.0,4.2
sein,s5,608.2,0.03,424.3,1139.7,617.5,16.93,32.23,4,2,1.45,1,7.3,5.0,6.5
seize,sEz,659.7,0.03,471.7,1113.2,729.0,7.71,31.42,5,3,1.95,1,5.5,4.9,4.9
sel,sEl,554.4,0.06,425.4,1038.8,610.9,20.93,31.01,3,3,1.35,1,5.1,6.1,6.7
self,sElf,676.0,0.17,458.8,1198.5,NA,0.67,0.27,4,4,1.8,1.5,11.8,4.3,4.7
selle,sEl,692.6,0.13,434.8,1256.8,689.9,9.39,16.22,5,3,1.25,1,7.5,3.0,6.1
sens,s@,586.7,0.03,456.7,1137.4,593.4,358.42,300.41,4,2,1.1,1,6.8,5.1,2.6
sept,sEt,579.4,0.03,423.9,1109.5,641.3,66.08,75.61,4,3,1.8,1,4.4,5.2,5.4
serf,sER,750.3,0.42,463.1,1211.8,NA,0.45,0.47,4,3,1.6,1,10.8,2.4,4.2
serre,sER,704.8,0.06,461.6,1152.4,664.2,15.63,31.89,5,3,1.3,1,8.9,3.9,4.4
ses,se,638.4,0.17,462.4,1101.5,711.4,757.84,3105.41,3,2,1,1,5.4,6.7,1.6
set,sEt,696.4,0.30,465.5,1060.7,698.6,3.05,0.34,3,3,1,1,10.4,3.3,3.6
seuil,s9j,688.4,0.00,447.4,1128.4,677.9,5.45,48.85,5,3,1.85,1.45,10.2,4.3,3.7
seul,s9l,616.6,0.09,426.2,1146.8,552.7,521.96,521.96,4,3,1.7,1.4,5.6,5.7,3.7
sève,sEv,722.1,0.30,435.6,1234.8,720.0,3.19,7.03,4,3,1.75,1,8.7,3.0,4.8
sexe,sEks,599.0,0.03,447.9,1032.6,584.7,50.44,46.49,4,4,1.85,1.6,8.6,5.5,5.7
short,SORt,717.8,0.21,482.9,1216.4,756.3,3.79,6.55,5,4,1.8,1.6,5.5,3.5,6.4
show,So,676.4,0.17,481.8,1204.3,732.4,0.09,2.57,4,2,1.9,1,11.2,4.0,4.5
si,si,584.4,0.03,404.8,1223.7,673.0,3482.79,1859.12,2,2,1,1,5.7,6.9,1.9
siècle,sjEkl,614.1,0.00,460.4,1190.0,619.7,27.29,79.05,6,5,2.15,1.95,8.5,3.9,2.7
siège,sjEZ,651.0,0.03,428.2,1138.6,637.0,24.77,47.03,5,4,1.8,1.55,6.1,5.1,6.4
sien,sj5,663.2,0.06,467.4,1147.5,709.8,13.68,37.16,4,3,1.6,1.05,5.6,5.9,2.0
sieste,sjEst,681.9,0.03,456.0,1174.4,649.7,9.23,13.38,6,5,1.9,1.85,4.5,5.0,5.2
sigle,sigl,792.3,0.46,448.9,1164.9,729.0,0.56,1.01,5,4,1.6,1.45,11.6,3.3,4.5
signe,siN,612.2,0.03,426.4,1077.4,595.3,83.02,126.76,5,3,1.2,1,6.8,5.1,4.6
simple,s5pl,591.7,0.00,436.1,1106.3,599.4,133.06,131.69,6,4,1.8,1.75,6.6,5.5,2.5
singe,s5Z,634.7,0.00,455.2,1095.5,594.1,21.79,15.14,5,3,1.55,1.35,4.7,3.4,6.8
site,sit,660.5,0.06,436.4,1157.4,793.0,13.91,3.58,4,3,1.3,1,10.2,5.0,4.1
six,sis,571.8,0.03,433.0,1018.6,627.8,117.37,156.22,3,3,1.65,1,4.4,5.2,5.2
skate,skEjt,722.3,0.28,557.1,1231.5,755.2,2.14,0.07,5,5,1.9,1.95,9.8,3.6,6.2
sketch,skEtS,693.0,0.25,518.6,1347.7,708.2,1.5,0.74,6,5,2.55,1.9,10.5,3.9,5.1
ski,ski,556.1,0.03,436.8,1051.1,543.6,13.84,5,3,3,1.45,1.2,6.9,3.1,6.7
skier,skje,685.4,0.09,481.8,1185.0,689.2,2.52,0.27,5,4,1.75,1.8,7.3,2.8,5.7
skieur,skj9R,693.9,0.03,474.5,1190.5,NA,0.2,0.61,6,5,1.8,1.95,7.4,3.0,6.5
slave,slav,791.0,0.52,458.1,1172.8,824.0,0.2,2.43,5,4,1.8,1.7,12.5,2.7,2.4
slip,slip,603.1,0.25,445.2,1145.4,618.3,9.29,10.07,4,4,1.8,1.55,5.2,4.5,6.5
slow,slo,672.5,0.13,457.6,1207.9,660.4,0.1,1.82,4,3,1.9,1.2,10.3,3.2,5.8
snack,snak,672.2,0.21,471.5,1210.8,NA,1.06,0.74,5,4,2.05,1.9,11.7,4.5,5.4
snob,snOb,746.0,0.21,449.2,1195.1,720.4,2.57,3.79,4,4,1.85,2,11.4,3.6,3.4
sobre,sObR,689.9,0.03,462.4,1115.3,685.6,5.8,3.24,5,4,1.85,1.85,11.7,3.9,3.1
socle,sOkl,759.8,0.17,465.6,1146.7,710.3,0.7,7.91,5,4,1.75,1.85,10.3,3.3,4.4
soeur,s9R,587.1,0.00,432.7,1062.2,607.6,155.22,116.55,5,3,1.8,1.05,4.2,5.8,6.0
soi,swa,613.1,0.03,428.7,1057.8,646.5,28.51,83.65,3,3,1,1,9.0,5.6,2.6
soie,swa,594.7,0.06,454.5,1157.0,606.2,9.95,50,4,3,1,1,9.8,3.5,5.8
soif,swaf,584.5,0.03,417.5,1064.3,591.7,31.28,35.27,4,4,1.55,1.65,4.6,6.1,4.2
soin,sw5,587.3,0.00,432.8,1148.4,616.2,54.45,45.41,4,3,1.25,1.35,7.5,4.8,3.5
soir,swaR,581.5,0.03,431.6,1122.7,574.4,555.85,527.23,4,4,1.4,1,4.9,6.1,5.0
soit,swa,635.6,0.06,456.1,1194.7,632.9,483.55,305.68,4,3,1.1,1,8.8,5.7,1.6
sol,sOl,595.0,0.03,426.2,1127.9,602.9,45.83,148.31,3,3,1.05,1,5.4,4.8,5.9
solde,sOld,623.8,0.00,452.4,1187.7,650.4,5.37,7.3,5,4,1.5,1.7,10.6,4.1,4.7
sombre,s§bR,610.9,0.03,430.4,1164.3,624.8,25.11,96.08,6,4,1.5,1.55,7.5,4.2,4.9
somme,sOm,617.4,0.00,433.1,1223.7,614.3,30.28,74.19,5,3,1.4,1.2,7.1,4.8,3.7
son,s§,534.5,0.03,435.0,1042.8,567.0,1780.12,4745.47,3,2,1,1,6.0,6.0,3.7
sonde,s§d,643.3,0.03,451.5,1211.8,672.1,5.85,1.49,5,3,1.1,1,12.3,3.6,4.6
songe,s§Z,678.7,0.10,446.9,1087.4,627.7,8.09,27.71,5,3,1.45,1.35,10.6,3.4,2.9
sort,sOR,635.2,0.03,423.9,1222.2,617.0,125.33,116.01,4,3,1.15,1,7.0,4.8,2.4
sorte,sORt,682.5,0.00,448.8,1144.5,632.7,116.63,280.95,5,4,1.35,1.05,8.2,5.3,2.0
sot,so,665.2,0.21,431.8,1152.7,691.4,4.66,3.58,3,2,1,1,8.8,3.3,3.3
sou,su,647.7,0.30,422.7,1157.2,NA,14.43,12.57,3,2,1.15,1,6.1,4.2,4.9
souche,suS,658.0,0.17,432.2,1211.6,683.4,3.45,7.36,6,3,1.5,1.05,9.4,3.2,4.7
soude,sud,732.4,0.30,464.7,1199.5,NA,1.03,1.15,5,3,1.35,1.05,10.9,3.3,3.4
souffle,sufl,647.5,0.06,416.0,1323.3,668.5,37.81,108.59,7,4,1.6,1.4,6.2,4.3,4.7
soufre,sufR,798.7,0.46,451.1,1323.5,709.1,2.39,4.67,6,4,1.85,1.5,11.7,3.3,2.5
souk,suk,866.0,0.46,458.2,1346.9,813.2,0.81,1.49,4,3,1.7,1,11.2,3.1,4.3
soupe,sup,618.8,0.03,424.3,1076.8,663.8,32.14,36.69,5,3,1.35,1,4.8,4.1,6.7
souple,supl,605.5,0.03,409.6,1214.1,642.3,3.21,20,6,4,1.8,1.3,7.6,4.5,4.0
source,suRs,632.6,0.03,449.6,1103.9,645.2,37.34,35.41,6,4,1.85,1.6,7.9,4.4,5.1
sourd,suR,581.8,0.03,424.8,1151.5,582.0,18.73,24.12,5,3,1.75,1,6.8,4.3,4.2
sous,su,589.3,0.00,429.1,1131.5,676.5,337.04,1061.35,4,2,1.05,1,5.4,6.1,3.1
spasme,spasm,742.2,0.09,499.8,1263.8,664.9,0.47,3.38,6,5,2.3,2,13.0,3.2,3.2
spectre,spEktR,748.1,0.03,492.7,1200.5,651.8,3.87,4.73,7,6,2.65,2.1,11.9,3.3,4.1
sphère,sfER,657.7,0.00,484.0,1188.8,630.3,2.48,5.74,6,4,2.1,1.5,10.5,3.1,5.2
sphinx,sf5ks,655.5,0.09,502.5,1258.0,704.0,1.27,3.04,6,5,2.7,2.4,9.7,2.6,5.9
sport,spOR,554.8,0.00,430.6,1035.8,603.8,24.61,15.54,5,4,1.7,1.45,6.1,4.9,5.6
spot,spOt,697.2,0.21,447.5,1217.7,757.8,2.5,0.47,4,4,1.8,1.8,11.2,3.7,5.2
spray,spREj,756.7,0.36,463.7,1150.6,681.4,2.65,0.27,5,5,2.15,2,10.2,4.0,5.5
sprint,spRint,771.7,0.30,471.4,1259.7,810.1,0.85,1.82,6,6,1.8,1.8,10.4,3.1,5.2
squash,skwaS,712.3,0.31,531.7,1263.2,NA,0.73,0.07,6,5,2.45,1.8,13.0,2.9,4.8
stable,stabl,678.3,0.03,461.7,1232.2,699.4,8.67,3.78,6,5,1.75,1.7,9.5,4.2,2.4
stade,stad,587.5,0.06,443.8,1137.3,621.0,14.34,13.18,5,4,1.8,1.65,7.7,4.4,6.7
stage,staZ,604.2,0.06,444.1,1124.3,575.2,4.87,4.8,5,4,1.6,1.5,11.3,4.4,4.3
stand,st@d,666.8,0.25,473.0,1183.5,659.9,5.66,2.64,5,4,1.95,1.6,9.5,3.3,5.6
star,staR,609.6,0.03,437.8,1176.8,580.2,28.91,6.35,4,4,1.8,1.3,8.5,4.8,5.4
steak,stEk,617.1,0.06,479.6,1172.3,636.0,8.15,1.69,5,4,2.3,1.5,6.6,4.8,6.9
stock,stOk,618.8,0.03,454.8,1132.3,567.1,4.23,4.8,5,4,1.8,1.55,10.1,4.1,3.7
stop,stOp,551.4,0.06,435.2,1093.2,630.6,44.36,6.49,4,4,1.85,1.65,5.0,5.8,4.9
stress,stREs,632.2,0.09,451.4,1206.7,607.5,10.85,0.41,6,5,1.85,1.7,10.7,5.3,3.4
stretch,stREtS,761.5,0.43,517.7,1364.5,NA,0.29,0.2,7,6,2.85,1.95,13.2,3.1,3.6
strict,stRikt,723.4,0.13,492.7,1383.1,701.4,3.36,7.03,6,6,1.9,2,8.6,4.1,2.8
string,stRiG,701.5,0.13,449.0,1285.8,697.8,2.59,0.34,6,5,1.9,1.8,13.3,4.8,6.7
style,stil,590.3,0.00,439.5,1122.8,651.6,31.26,46.29,5,4,1.65,1.25,10.0,5.1,2.7
su,sy,692.9,0.46,444.7,1282.1,754.5,86.29,78.65,2,2,1,1,8.1,4.8,1.7
suant,s8@,804.5,0.35,470.2,1221.4,724.8,0.25,2.91,5,3,1.35,1.3,10.0,3.1,3.5
sucre,sykR,584.1,0.00,452.3,1145.0,600.7,30.74,31.35,5,4,1.5,1.55,4.4,5.8,6.7
